datetime,total_number,day_type,ticket_type,service,ticket_group,Month_Year,Year-Month,Year,As Quarter,Fiscal Year
7/1/2005 10:00,1445,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-07,2005,2006Q1,2006
8/1/2005 10:00,1751,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-08,2005,2006Q1,2006
9/1/2005 10:00,747,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-09,2005,2006Q1,2006
10/1/2005 10:00,2192,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-10,2005,2006Q2,2006
11/1/2005 10:00,1648,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-11,2005,2006Q2,2006
12/1/2005 10:00,1453,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2005-12,2005,2006Q2,2006
1/1/2006 10:00,1050,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-01,2006,2006Q3,2006
2/1/2006 10:00,1570,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-02,2006,2006Q3,2006
3/1/2006 10:00,1650,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-03,2006,2006Q3,2006
4/1/2006 10:00,1624,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-04,2006,2006Q4,2006
5/1/2006 10:00,1460,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-05,2006,2006Q4,2006
6/1/2006 10:00,1705,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-06,2006,2006Q4,2006
7/1/2006 10:00,1168,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-07,2006,2007Q1,2007
8/1/2006 10:00,1671,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-08,2006,2007Q1,2007
9/1/2006 10:00,1548,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-09,2006,2007Q1,2007
10/1/2006 10:00,1977,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-10,2006,2007Q2,2007
11/1/2006 10:00,1399,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-11,2006,2007Q2,2007
12/1/2006 10:00,1097,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2006-12,2006,2007Q2,2007
1/1/2007 10:00,1706,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-01,2007,2007Q3,2007
2/1/2007 10:00,1458,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-02,2007,2007Q3,2007
3/1/2007 10:00,1612,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-03,2007,2007Q3,2007
4/1/2007 10:00,1718,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-04,2007,2007Q4,2007
5/1/2007 10:00,1591,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-05,2007,2007Q4,2007
6/1/2007 10:00,1502,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-06,2007,2007Q4,2007
7/1/2007 10:00,1333,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-07,2007,2008Q1,2008
8/1/2007 10:00,1562,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-08,2007,2008Q1,2008
9/1/2007 10:00,1579,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-09,2007,2008Q1,2008
10/1/2007 10:00,2191,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-10,2007,2008Q2,2008
11/1/2007 10:00,1524,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-11,2007,2008Q2,2008
12/1/2007 10:00,1365,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2007-12,2007,2008Q2,2008
1/1/2008 10:00,1700,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-01,2008,2008Q3,2008
2/1/2008 10:00,1840,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-02,2008,2008Q3,2008
3/1/2008 10:00,1614,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-03,2008,2008Q3,2008
4/1/2008 10:00,2008,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-04,2008,2008Q4,2008
5/1/2008 10:00,1778,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-05,2008,2008Q4,2008
6/1/2008 10:00,1445,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-06,2008,2008Q4,2008
7/1/2008 10:00,1927,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-07,2008,2009Q1,2009
8/1/2008 10:00,1883,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-08,2008,2009Q1,2009
9/1/2008 10:00,2189,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-09,2008,2009Q1,2009
10/1/2008 10:00,2587,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-10,2008,2009Q2,2009
11/1/2008 10:00,318,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-11,2008,2009Q2,2009
12/1/2008 10:00,1434,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2008-12,2008,2009Q2,2009
1/1/2009 10:00,938,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-01,2009,2009Q3,2009
2/1/2009 10:00,1162,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-02,2009,2009Q3,2009
3/1/2009 10:00,940,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-03,2009,2009Q3,2009
4/1/2009 10:00,1110,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-04,2009,2009Q4,2009
5/1/2009 10:00,918,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-05,2009,2009Q4,2009
6/1/2009 10:00,1436,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-06,2009,2009Q4,2009
7/1/2009 10:00,1983,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-07,2009,2010Q1,2010
8/1/2009 10:00,1810,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-08,2009,2010Q1,2010
9/1/2009 10:00,1855,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-09,2009,2010Q1,2010
10/1/2009 10:00,1832,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-10,2009,2010Q2,2010
11/1/2009 10:00,1368,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-11,2009,2010Q2,2010
12/1/2009 10:00,1890,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2009-12,2009,2010Q2,2010
1/1/2010 10:00,1999,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-01,2010,2010Q3,2010
2/1/2010 10:00,1845,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-02,2010,2010Q3,2010
3/1/2010 10:00,1837,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-03,2010,2010Q3,2010
4/1/2010 10:00,2046,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-04,2010,2010Q4,2010
5/1/2010 10:00,1497,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-05,2010,2010Q4,2010
6/1/2010 10:00,1896,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-06,2010,2010Q4,2010
7/1/2010 10:00,1937,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-07,2010,2011Q1,2011
8/1/2010 10:00,1965,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-08,2010,2011Q1,2011
9/1/2010 10:00,1977,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-09,2010,2011Q1,2011
10/1/2010 10:00,2057,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-10,2010,2011Q2,2011
11/1/2010 10:00,1723,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-11,2010,2011Q2,2011
12/1/2010 10:00,1837,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2010-12,2010,2011Q2,2011
1/1/2011 10:00,1745,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-01,2011,2011Q3,2011
2/1/2011 10:00,2157,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-02,2011,2011Q3,2011
3/1/2011 10:00,2009,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-03,2011,2011Q3,2011
4/1/2011 10:00,1525,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-04,2011,2011Q4,2011
5/1/2011 10:00,2371,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-05,2011,2011Q4,2011
6/1/2011 10:00,2399,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-06,2011,2011Q4,2011
7/1/2011 10:00,2320,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-07,2011,2012Q1,2012
8/1/2011 10:00,2746,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-08,2011,2012Q1,2012
9/1/2011 10:00,2845,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-09,2011,2012Q1,2012
10/1/2011 10:00,2365,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-10,2011,2012Q2,2012
11/1/2011 10:00,2124,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-11,2011,2012Q2,2012
12/1/2011 10:00,2126,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2011-12,2011,2012Q2,2012
1/1/2012 10:00,2604,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-01,2012,2012Q3,2012
2/1/2012 10:00,2195,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-02,2012,2012Q3,2012
3/1/2012 10:00,2149,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-03,2012,2012Q3,2012
4/1/2012 10:00,2355,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-04,2012,2012Q4,2012
5/1/2012 10:00,2289,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-05,2012,2012Q4,2012
6/1/2012 10:00,2205,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-06,2012,2012Q4,2012
7/1/2012 10:00,2060,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-07,2012,2013Q1,2013
8/1/2012 10:00,2347,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-08,2012,2013Q1,2013
9/1/2012 10:00,2152,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-09,2012,2013Q1,2013
10/1/2012 10:00,2695,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-10,2012,2013Q2,2013
11/1/2012 10:00,1877,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-11,2012,2013Q2,2013
12/1/2012 10:00,1725,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2012-12,2012,2013Q2,2013
1/1/2013 10:00,2534,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-01,2013,2013Q3,2013
2/1/2013 10:00,1850,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-02,2013,2013Q3,2013
3/1/2013 10:00,1855,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-03,2013,2013Q3,2013
4/1/2013 10:00,2226,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-04,2013,2013Q4,2013
5/1/2013 10:00,2443,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-05,2013,2013Q4,2013
6/1/2013 10:00,2105,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-06,2013,2013Q4,2013
7/1/2013 10:00,2163,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-07,2013,2014Q1,2014
8/1/2013 10:00,1997,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-08,2013,2014Q1,2014
9/1/2013 10:00,1784,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-09,2013,2014Q1,2014
10/1/2013 10:00,4449,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-10,2013,2014Q2,2014
11/1/2013 10:00,3228,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-11,2013,2014Q2,2014
12/1/2013 10:00,2387,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2013-12,2013,2014Q2,2014
1/1/2014 10:00,3640,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-01,2014,2014Q3,2014
2/1/2014 10:00,3112,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-02,2014,2014Q3,2014
3/1/2014 10:00,3002,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-03,2014,2014Q3,2014
4/1/2014 10:00,4369,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-04,2014,2014Q4,2014
5/1/2014 10:00,3550,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-05,2014,2014Q4,2014
6/1/2014 10:00,1981,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-06,2014,2014Q4,2014
7/1/2014 10:00,2227,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-07,2014,2015Q1,2015
8/1/2014 10:00,1860,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-08,2014,2015Q1,2015
9/1/2014 10:00,2289,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-09,2014,2015Q1,2015
10/1/2014 10:00,2591,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-10,2014,2015Q2,2015
11/1/2014 10:00,762,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-11,2014,2015Q2,2015
12/1/2014 10:00,1595,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2014-12,2014,2015Q2,2015
1/1/2015 10:00,1693,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-01,2015,2015Q3,2015
2/1/2015 10:00,1863,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-02,2015,2015Q3,2015
3/1/2015 10:00,1764,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-03,2015,2015Q3,2015
4/1/2015 10:00,2028,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-04,2015,2015Q4,2015
5/1/2015 10:00,3734,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-05,2015,2015Q4,2015
6/1/2015 10:00,2843,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-06,2015,2015Q4,2015
7/1/2015 10:00,2762,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-07,2015,2016Q1,2016
8/1/2015 10:00,1881,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-08,2015,2016Q1,2016
9/1/2015 10:00,1712,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-09,2015,2016Q1,2016
10/1/2015 10:00,2165,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-10,2015,2016Q2,2016
11/1/2015 10:00,3401,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-11,2015,2016Q2,2016
12/1/2015 10:00,2288,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2015-12,2015,2016Q2,2016
1/1/2016 10:00,1812,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-01,2016,2016Q3,2016
2/1/2016 10:00,1729,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-02,2016,2016Q3,2016
3/1/2016 10:00,2035,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-03,2016,2016Q3,2016
4/1/2016 10:00,1938,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-04,2016,2016Q4,2016
5/1/2016 10:00,3212,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-05,2016,2016Q4,2016
6/1/2016 10:00,2696,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-06,2016,2016Q4,2016
7/1/2016 10:00,1637,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-07,2016,2017Q1,2017
8/1/2016 10:00,1405,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-08,2016,2017Q1,2017
9/1/2016 10:00,1871,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-09,2016,2017Q1,2017
10/1/2016 10:00,3905,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-10,2016,2017Q2,2017
11/1/2016 10:00,3364,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-11,2016,2017Q2,2017
12/1/2016 10:00,1450,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2016-12,2016,2017Q2,2017
1/1/2017 10:00,3200,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-01,2017,2017Q3,2017
2/1/2017 10:00,1549,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-02,2017,2017Q3,2017
3/1/2017 10:00,2920,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-03,2017,2017Q3,2017
4/1/2017 10:00,3300,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-04,2017,2017Q4,2017
5/1/2017 10:00,3261,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-05,2017,2017Q4,2017
6/1/2017 10:00,5398,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-06,2017,2017Q4,2017
7/1/2017 10:00,2133,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-07,2017,2018Q1,2018
8/1/2017 10:00,2097,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-08,2017,2018Q1,2018
9/1/2017 10:00,2375,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-09,2017,2018Q1,2018
10/1/2017 10:00,3479,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-10,2017,2018Q2,2018
11/1/2017 10:00,2640,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-11,2017,2018Q2,2018
12/1/2017 10:00,277,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2017-12,2017,2018Q2,2018
1/1/2018 10:00,3060,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-01,2018,2018Q3,2018
2/1/2018 10:00,3169,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-02,2018,2018Q3,2018
3/1/2018 10:00,2839,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-03,2018,2018Q3,2018
4/1/2018 10:00,4065,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-04,2018,2018Q4,2018
5/1/2018 10:00,3025,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-05,2018,2018Q4,2018
6/1/2018 10:00,2353,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-06,2018,2018Q4,2018
7/1/2018 10:00,1246,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-07,2018,2019Q1,2019
8/1/2018 10:00,1938,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-08,2018,2019Q1,2019
9/1/2018 10:00,2525,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-09,2018,2019Q1,2019
10/1/2018 10:00,3308,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-10,2018,2019Q2,2019
11/1/2018 10:00,2401,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-11,2018,2019Q2,2019
12/1/2018 10:00,1522,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2018-12,2018,2019Q2,2019
1/1/2019 10:00,2674,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-01,2019,2019Q3,2019
2/1/2019 10:00,2446,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-02,2019,2019Q3,2019
3/1/2019 10:00,1305,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-03,2019,2019Q3,2019
4/1/2019 10:00,1775,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-04,2019,2019Q4,2019
5/1/2019 10:00,2203,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-05,2019,2019Q4,2019
6/1/2019 10:00,1976,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-06,2019,2019Q4,2019
7/1/2019 10:00,1598,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-07,2019,2020Q1,2020
8/1/2019 10:00,1994,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-08,2019,2020Q1,2020
9/1/2019 10:00,1627,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-09,2019,2020Q1,2020
10/1/2019 10:00,3112,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-10,2019,2020Q2,2020
11/1/2019 10:00,1693,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-11,2019,2020Q2,2020
12/1/2019 10:00,1519,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2019-12,2019,2020Q2,2020
1/1/2020 10:00,2567,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2020-01,2020,2020Q3,2020
2/1/2020 10:00,1521,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2020-02,2020,2020Q3,2020
3/1/2020 10:00,947,Weekday,Ticketed,Loop Original,Anonymous Ticket,,2020-03,2020,2020Q3,2020
4/1/2020 10:00,762,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-04,2020,2020Q4,2020
5/1/2020 10:00,845,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-05,2020,2020Q4,2020
6/1/2020 10:00,632,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-06,2020,2020Q4,2020
7/1/2020 10:00,1121,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-07,2020,2021Q1,2021
8/1/2020 10:00,1121,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-08,2020,2021Q1,2021
9/1/2020 10:00,1085,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-09,2020,2021Q1,2021
10/1/2020 10:00,1398,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-10,2020,2021Q2,2021
11/1/2020 10:00,986,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-11,2020,2021Q2,2021
12/1/2020 10:00,1082,Weekday,Fareless,Loop Original,Anonymous Ticket,,2020-12,2020,2021Q2,2021
1/1/2021 10:00,1245,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-01,2021,2021Q3,2021
2/1/2021 10:00,1313,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-02,2021,2021Q3,2021
3/1/2021 10:00,1482,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-03,2021,2021Q3,2021
4/1/2021 10:00,1586,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-04,2021,2021Q4,2021
5/1/2021 10:00,1335,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-05,2021,2021Q4,2021
6/1/2021 10:00,1392,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-06,2021,2021Q4,2021
7/1/2021 10:00,1522,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-07,2021,2022Q1,2022
8/1/2021 10:00,1405,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-08,2021,2022Q1,2022
9/1/2021 10:00,1130,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-09,2021,2022Q1,2022
10/1/2021 10:00,2966,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-10,2021,2022Q2,2022
11/1/2021 10:00,2984,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-11,2021,2022Q2,2022
12/1/2021 10:00,1946,Weekday,Fareless,Loop Original,Anonymous Ticket,,2021-12,2021,2022Q2,2022
1/1/2022 10:00,3212,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-01,2022,2022Q3,2022
2/1/2022 10:00,3404,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-02,2022,2022Q3,2022
3/1/2022 10:00,3734,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-03,2022,2022Q3,2022
4/1/2022 10:00,4419,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-04,2022,2022Q4,2022
5/1/2022 10:00,4445,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-05,2022,2022Q4,2022
6/1/2022 10:00,3366,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-06,2022,2022Q4,2022
7/1/2022 10:00,3195,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-07,2022,2023Q1,2023
8/1/2022 10:00,3284,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-08,2022,2023Q1,2023
9/1/2022 10:00,3409,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-09,2022,2023Q1,2023
10/1/2022 10:00,8640,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-10,2022,2023Q2,2023
11/1/2022 10:00,6798,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-11,2022,2023Q2,2023
12/1/2022 10:00,3921,Weekday,Fareless,Loop Original,Anonymous Ticket,,2022-12,2022,2023Q2,2023
7/1/2002 11:00,792,Weekday,LBCC Pass,Loop Original,School Pass,,2002-07,2002,2003Q1,2003
8/1/2002 11:00,737,Weekday,LBCC Pass,Loop Original,School Pass,,2002-08,2002,2003Q1,2003
9/1/2002 11:00,454,Weekday,LBCC Pass,Loop Original,School Pass,,2002-09,2002,2003Q1,2003
10/1/2002 11:00,4155,Weekday,LBCC Pass,Loop Original,School Pass,,2002-10,2002,2003Q2,2003
11/1/2002 11:00,2921,Weekday,LBCC Pass,Loop Original,School Pass,,2002-11,2002,2003Q2,2003
12/1/2002 11:00,1326,Weekday,LBCC Pass,Loop Original,School Pass,,2002-12,2002,2003Q2,2003
1/1/2003 11:00,3500,Weekday,LBCC Pass,Loop Original,School Pass,,2003-01,2003,2003Q3,2003
2/1/2003 11:00,3290,Weekday,LBCC Pass,Loop Original,School Pass,,2003-02,2003,2003Q3,2003
3/1/2003 11:00,2407,Weekday,LBCC Pass,Loop Original,School Pass,,2003-03,2003,2003Q3,2003
4/1/2003 11:00,4205,Weekday,LBCC Pass,Loop Original,School Pass,,2003-04,2003,2003Q4,2003
5/1/2003 11:00,3689,Weekday,LBCC Pass,Loop Original,School Pass,,2003-05,2003,2003Q4,2003
6/1/2003 11:00,1582,Weekday,LBCC Pass,Loop Original,School Pass,,2003-06,2003,2003Q4,2003
7/1/2003 11:00,1124,Weekday,LBCC Pass,Loop Original,School Pass,,2003-07,2003,2004Q1,2004
8/1/2003 11:00,422,Weekday,LBCC Pass,Loop Original,School Pass,,2003-08,2003,2004Q1,2004
9/1/2003 11:00,777,Weekday,LBCC Pass,Loop Original,School Pass,,2003-09,2003,2004Q1,2004
10/1/2003 11:00,6251,Weekday,LBCC Pass,Loop Original,School Pass,,2003-10,2003,2004Q2,2004
11/1/2003 11:00,3396,Weekday,LBCC Pass,Loop Original,School Pass,,2003-11,2003,2004Q2,2004
12/1/2003 11:00,1706,Weekday,LBCC Pass,Loop Original,School Pass,,2003-12,2003,2004Q2,2004
1/1/2004 11:00,4046,Weekday,LBCC Pass,Loop Original,School Pass,,2004-01,2004,2004Q3,2004
2/1/2004 11:00,4190,Weekday,LBCC Pass,Loop Original,School Pass,,2004-02,2004,2004Q3,2004
3/1/2004 11:00,3320,Weekday,LBCC Pass,Loop Original,School Pass,,2004-03,2004,2004Q3,2004
4/1/2004 11:00,4419,Weekday,LBCC Pass,Loop Original,School Pass,,2004-04,2004,2004Q4,2004
5/1/2004 11:00,3954,Weekday,LBCC Pass,Loop Original,School Pass,,2004-05,2004,2004Q4,2004
6/1/2004 11:00,1707,Weekday,LBCC Pass,Loop Original,School Pass,,2004-06,2004,2004Q4,2004
7/1/2004 11:00,1056,Weekday,LBCC Pass,Loop Original,School Pass,,2004-07,2004,2005Q1,2005
8/1/2004 11:00,706,Weekday,LBCC Pass,Loop Original,School Pass,,2004-08,2004,2005Q1,2005
9/1/2004 11:00,960,Weekday,LBCC Pass,Loop Original,School Pass,,2004-09,2004,2005Q1,2005
10/1/2004 11:00,4411,Weekday,LBCC Pass,Loop Original,School Pass,,2004-10,2004,2005Q2,2005
