datetime,total_number,day_type,ticket_type,service,ticket_group,Month_Year,Year-Month,Year,As Quarter,Fiscal Year
12/1/2009 13:00,1259,Weekday,OSU Pass,Loop Original,School Pass,,2009-12,2009,2010Q2,2010
1/1/2010 13:00,3418,Weekday,OSU Pass,Loop Original,School Pass,,2010-01,2010,2010Q3,2010
2/1/2010 13:00,3046,Weekday,OSU Pass,Loop Original,School Pass,,2010-02,2010,2010Q3,2010
3/1/2010 13:00,2553,Weekday,OSU Pass,Loop Original,School Pass,,2010-03,2010,2010Q3,2010
4/1/2010 13:00,3476,Weekday,OSU Pass,Loop Original,School Pass,,2010-04,2010,2010Q4,2010
5/1/2010 13:00,2942,Weekday,OSU Pass,Loop Original,School Pass,,2010-05,2010,2010Q4,2010
6/1/2010 13:00,1335,Weekday,OSU Pass,Loop Original,School Pass,,2010-06,2010,2010Q4,2010
7/1/2010 13:00,837,Weekday,OSU Pass,Loop Original,School Pass,,2010-07,2010,2011Q1,2011
8/1/2010 13:00,849,Weekday,OSU Pass,Loop Original,School Pass,,2010-08,2010,2011Q1,2011
9/1/2010 13:00,1685,Weekday,OSU Pass,Loop Original,School Pass,,2010-09,2010,2011Q1,2011
10/1/2010 13:00,4295,Weekday,OSU Pass,Loop Original,School Pass,,2010-10,2010,2011Q2,2011
11/1/2010 13:00,3971,Weekday,OSU Pass,Loop Original,School Pass,,2010-11,2010,2011Q2,2011
12/1/2010 13:00,1587,Weekday,OSU Pass,Loop Original,School Pass,,2010-12,2010,2011Q2,2011
1/1/2011 13:00,4099,Weekday,OSU Pass,Loop Original,School Pass,,2011-01,2011,2011Q3,2011
2/1/2011 13:00,3499,Weekday,OSU Pass,Loop Original,School Pass,,2011-02,2011,2011Q3,2011
3/1/2011 13:00,2986,Weekday,OSU Pass,Loop Original,School Pass,,2011-03,2011,2011Q3,2011
4/1/2011 13:00,4191,Weekday,OSU Pass,Loop Original,School Pass,,2011-04,2011,2011Q4,2011
5/1/2011 13:00,3529,Weekday,OSU Pass,Loop Original,School Pass,,2011-05,2011,2011Q4,2011
6/1/2011 13:00,1931,Weekday,OSU Pass,Loop Original,School Pass,,2011-06,2011,2011Q4,2011
7/1/2011 13:00,1301,Weekday,OSU Pass,Loop Original,School Pass,,2011-07,2011,2012Q1,2012
8/1/2011 13:00,1390,Weekday,OSU Pass,Loop Original,School Pass,,2011-08,2011,2012Q1,2012
9/1/2011 13:00,2250,Weekday,OSU Pass,Loop Original,School Pass,,2011-09,2011,2012Q1,2012
10/1/2011 13:00,5071,Weekday,OSU Pass,Loop Original,School Pass,,2011-10,2011,2012Q2,2012
11/1/2011 13:00,4237,Weekday,OSU Pass,Loop Original,School Pass,,2011-11,2011,2012Q2,2012
12/1/2011 13:00,1297,Weekday,OSU Pass,Loop Original,School Pass,,2011-12,2011,2012Q2,2012
1/1/2012 13:00,3749,Weekday,OSU Pass,Loop Original,School Pass,,2012-01,2012,2012Q3,2012
2/1/2012 13:00,4123,Weekday,OSU Pass,Loop Original,School Pass,,2012-02,2012,2012Q3,2012
3/1/2012 13:00,3080,Weekday,OSU Pass,Loop Original,School Pass,,2012-03,2012,2012Q3,2012
4/1/2012 13:00,4943,Weekday,OSU Pass,Loop Original,School Pass,,2012-04,2012,2012Q4,2012
5/1/2012 13:00,4763,Weekday,OSU Pass,Loop Original,School Pass,,2012-05,2012,2012Q4,2012
6/1/2012 13:00,2440,Weekday,OSU Pass,Loop Original,School Pass,,2012-06,2012,2012Q4,2012
7/1/2012 13:00,1652,Weekday,OSU Pass,Loop Original,School Pass,,2012-07,2012,2013Q1,2013
8/1/2012 13:00,1582,Weekday,OSU Pass,Loop Original,School Pass,,2012-08,2012,2013Q1,2013
9/1/2012 13:00,2140,Weekday,OSU Pass,Loop Original,School Pass,,2012-09,2012,2013Q1,2013
10/1/2012 13:00,5717,Weekday,OSU Pass,Loop Original,School Pass,,2012-10,2012,2013Q2,2013
11/1/2012 13:00,4020,Weekday,OSU Pass,Loop Original,School Pass,,2012-11,2012,2013Q2,2013
12/1/2012 13:00,1239,Weekday,OSU Pass,Loop Original,School Pass,,2012-12,2012,2013Q2,2013
1/1/2013 13:00,4711,Weekday,OSU Pass,Loop Original,School Pass,,2013-01,2013,2013Q3,2013
2/1/2013 13:00,4619,Weekday,OSU Pass,Loop Original,School Pass,,2013-02,2013,2013Q3,2013
3/1/2013 13:00,3111,Weekday,OSU Pass,Loop Original,School Pass,,2013-03,2013,2013Q3,2013
4/1/2013 13:00,4992,Weekday,OSU Pass,Loop Original,School Pass,,2013-04,2013,2013Q4,2013
5/1/2013 13:00,4443,Weekday,OSU Pass,Loop Original,School Pass,,2013-05,2013,2013Q4,2013
6/1/2013 13:00,2036,Weekday,OSU Pass,Loop Original,School Pass,,2013-06,2013,2013Q4,2013
7/1/2013 13:00,1783,Weekday,OSU Pass,Loop Original,School Pass,,2013-07,2013,2014Q1,2014
8/1/2013 13:00,1439,Weekday,OSU Pass,Loop Original,School Pass,,2013-08,2013,2014Q1,2014
9/1/2013 13:00,1242,Weekday,OSU Pass,Loop Original,School Pass,,2013-09,2013,2014Q1,2014
10/1/2013 13:00,6213,Weekday,OSU Pass,Loop Original,School Pass,,2013-10,2013,2014Q2,2014
11/1/2013 13:00,4448,Weekday,OSU Pass,Loop Original,School Pass,,2013-11,2013,2014Q2,2014
12/1/2013 13:00,2035,Weekday,OSU Pass,Loop Original,School Pass,,2013-12,2013,2014Q2,2014
1/1/2014 13:00,5084,Weekday,OSU Pass,Loop Original,School Pass,,2014-01,2014,2014Q3,2014
2/1/2014 13:00,3949,Weekday,OSU Pass,Loop Original,School Pass,,2014-02,2014,2014Q3,2014
3/1/2014 13:00,3206,Weekday,OSU Pass,Loop Original,School Pass,,2014-03,2014,2014Q3,2014
4/1/2014 13:00,5005,Weekday,OSU Pass,Loop Original,School Pass,,2014-04,2014,2014Q4,2014
5/1/2014 13:00,4362,Weekday,OSU Pass,Loop Original,School Pass,,2014-05,2014,2014Q4,2014
6/1/2014 13:00,2588,Weekday,OSU Pass,Loop Original,School Pass,,2014-06,2014,2014Q4,2014
7/1/2014 13:00,1826,Weekday,OSU Pass,Loop Original,School Pass,,2014-07,2014,2015Q1,2015
8/1/2014 13:00,1337,Weekday,OSU Pass,Loop Original,School Pass,,2014-08,2014,2015Q1,2015
9/1/2014 13:00,2033,Weekday,OSU Pass,Loop Original,School Pass,,2014-09,2014,2015Q1,2015
10/1/2014 13:00,7959,Weekday,OSU Pass,Loop Original,School Pass,,2014-10,2014,2015Q2,2015
11/1/2014 13:00,5190,Weekday,OSU Pass,Loop Original,School Pass,,2014-11,2014,2015Q2,2015
12/1/2014 13:00,2770,Weekday,OSU Pass,Loop Original,School Pass,,2014-12,2014,2015Q2,2015
1/1/2015 13:00,5658,Weekday,OSU Pass,Loop Original,School Pass,,2015-01,2015,2015Q3,2015
2/1/2015 13:00,5223,Weekday,OSU Pass,Loop Original,School Pass,,2015-02,2015,2015Q3,2015
3/1/2015 13:00,4235,Weekday,OSU Pass,Loop Original,School Pass,,2015-03,2015,2015Q3,2015
4/1/2015 13:00,6259,Weekday,OSU Pass,Loop Original,School Pass,,2015-04,2015,2015Q4,2015
5/1/2015 13:00,4647,Weekday,OSU Pass,Loop Original,School Pass,,2015-05,2015,2015Q4,2015
6/1/2015 13:00,2442,Weekday,OSU Pass,Loop Original,School Pass,,2015-06,2015,2015Q4,2015
7/1/2015 13:00,1366,Weekday,OSU Pass,Loop Original,School Pass,,2015-07,2015,2016Q1,2016
8/1/2015 13:00,1202,Weekday,OSU Pass,Loop Original,School Pass,,2015-08,2015,2016Q1,2016
9/1/2015 13:00,1875,Weekday,OSU Pass,Loop Original,School Pass,,2015-09,2015,2016Q1,2016
10/1/2015 13:00,6872,Weekday,OSU Pass,Loop Original,School Pass,,2015-10,2015,2016Q2,2016
11/1/2015 13:00,4381,Weekday,OSU Pass,Loop Original,School Pass,,2015-11,2015,2016Q2,2016
12/1/2015 13:00,1893,Weekday,OSU Pass,Loop Original,School Pass,,2015-12,2015,2016Q2,2016
1/1/2016 13:00,5399,Weekday,OSU Pass,Loop Original,School Pass,,2016-01,2016,2016Q3,2016
2/1/2016 13:00,4890,Weekday,OSU Pass,Loop Original,School Pass,,2016-02,2016,2016Q3,2016
3/1/2016 13:00,4345,Weekday,OSU Pass,Loop Original,School Pass,,2016-03,2016,2016Q3,2016
4/1/2016 13:00,4864,Weekday,OSU Pass,Loop Original,School Pass,,2016-04,2016,2016Q4,2016
5/1/2016 13:00,4038,Weekday,OSU Pass,Loop Original,School Pass,,2016-05,2016,2016Q4,2016
6/1/2016 13:00,1636,Weekday,OSU Pass,Loop Original,School Pass,,2016-06,2016,2016Q4,2016
7/1/2016 13:00,970,Weekday,OSU Pass,Loop Original,School Pass,,2016-07,2016,2017Q1,2017
8/1/2016 13:00,988,Weekday,OSU Pass,Loop Original,School Pass,,2016-08,2016,2017Q1,2017
9/1/2016 13:00,2428,Weekday,OSU Pass,Loop Original,School Pass,,2016-09,2016,2017Q1,2017
10/1/2016 13:00,5370,Weekday,OSU Pass,Loop Original,School Pass,,2016-10,2016,2017Q2,2017
11/1/2016 13:00,4435,Weekday,OSU Pass,Loop Original,School Pass,,2016-11,2016,2017Q2,2017
12/1/2016 13:00,1343,Weekday,OSU Pass,Loop Original,School Pass,,2016-12,2016,2017Q2,2017
1/1/2017 13:00,3934,Weekday,OSU Pass,Loop Original,School Pass,,2017-01,2017,2017Q3,2017
2/1/2017 13:00,4991,Weekday,OSU Pass,Loop Original,School Pass,,2017-02,2017,2017Q3,2017
3/1/2017 13:00,3505,Weekday,OSU Pass,Loop Original,School Pass,,2017-03,2017,2017Q3,2017
4/1/2017 13:00,4476,Weekday,OSU Pass,Loop Original,School Pass,,2017-04,2017,2017Q4,2017
5/1/2017 13:00,4540,Weekday,OSU Pass,Loop Original,School Pass,,2017-05,2017,2017Q4,2017
6/1/2017 13:00,2107,Weekday,OSU Pass,Loop Original,School Pass,,2017-06,2017,2017Q4,2017
7/1/2017 13:00,873,Weekday,OSU Pass,Loop Original,School Pass,,2017-07,2017,2018Q1,2018
8/1/2017 13:00,880,Weekday,OSU Pass,Loop Original,School Pass,,2017-08,2017,2018Q1,2018
9/1/2017 13:00,2236,Weekday,OSU Pass,Loop Original,School Pass,,2017-09,2017,2018Q1,2018
10/1/2017 13:00,5802,Weekday,OSU Pass,Loop Original,School Pass,,2017-10,2017,2018Q2,2018
11/1/2017 13:00,4644,Weekday,OSU Pass,Loop Original,School Pass,,2017-11,2017,2018Q2,2018
12/1/2017 13:00,1372,Weekday,OSU Pass,Loop Original,School Pass,,2017-12,2017,2018Q2,2018
1/1/2018 13:00,4612,Weekday,OSU Pass,Loop Original,School Pass,,2018-01,2018,2018Q3,2018
2/1/2018 13:00,4379,Weekday,OSU Pass,Loop Original,School Pass,,2018-02,2018,2018Q3,2018
3/1/2018 13:00,3318,Weekday,OSU Pass,Loop Original,School Pass,,2018-03,2018,2018Q3,2018
4/1/2018 13:00,4094,Weekday,OSU Pass,Loop Original,School Pass,,2018-04,2018,2018Q4,2018
5/1/2018 13:00,3984,Weekday,OSU Pass,Loop Original,School Pass,,2018-05,2018,2018Q4,2018
6/1/2018 13:00,1881,Weekday,OSU Pass,Loop Original,School Pass,,2018-06,2018,2018Q4,2018
7/1/2018 13:00,1017,Weekday,OSU Pass,Loop Original,School Pass,,2018-07,2018,2019Q1,2019
8/1/2018 13:00,909,Weekday,OSU Pass,Loop Original,School Pass,,2018-08,2018,2019Q1,2019
9/1/2018 13:00,2232,Weekday,OSU Pass,Loop Original,School Pass,,2018-09,2018,2019Q1,2019
10/1/2018 13:00,6142,Weekday,OSU Pass,Loop Original,School Pass,,2018-10,2018,2019Q2,2019
11/1/2018 13:00,4507,Weekday,OSU Pass,Loop Original,School Pass,,2018-11,2018,2019Q2,2019
12/1/2018 13:00,906,Weekday,OSU Pass,Loop Original,School Pass,,2018-12,2018,2019Q2,2019
1/1/2019 13:00,4199,Weekday,OSU Pass,Loop Original,School Pass,,2019-01,2019,2019Q3,2019
2/1/2019 13:00,3623,Weekday,OSU Pass,Loop Original,School Pass,,2019-02,2019,2019Q3,2019
3/1/2019 13:00,2734,Weekday,OSU Pass,Loop Original,School Pass,,2019-03,2019,2019Q3,2019
4/1/2019 13:00,3672,Weekday,OSU Pass,Loop Original,School Pass,,2019-04,2019,2019Q4,2019
5/1/2019 13:00,3965,Weekday,OSU Pass,Loop Original,School Pass,,2019-05,2019,2019Q4,2019
6/1/2019 13:00,1561,Weekday,OSU Pass,Loop Original,School Pass,,2019-06,2019,2019Q4,2019
7/1/2019 13:00,810,Weekday,OSU Pass,Loop Original,School Pass,,2019-07,2019,2020Q1,2020
8/1/2019 13:00,750,Weekday,OSU Pass,Loop Original,School Pass,,2019-08,2019,2020Q1,2020
9/1/2019 13:00,1212,Weekday,OSU Pass,Loop Original,School Pass,,2019-09,2019,2020Q1,2020
10/1/2019 13:00,6016,Weekday,OSU Pass,Loop Original,School Pass,,2019-10,2019,2020Q2,2020
11/1/2019 13:00,4503,Weekday,OSU Pass,Loop Original,School Pass,,2019-11,2019,2020Q2,2020
12/1/2019 13:00,2004,Weekday,OSU Pass,Loop Original,School Pass,,2019-12,2019,2020Q2,2020
1/1/2020 13:00,4411,Weekday,OSU Pass,Loop Original,School Pass,,2020-01,2020,2020Q3,2020
2/1/2020 13:00,4144,Weekday,OSU Pass,Loop Original,School Pass,,2020-02,2020,2020Q3,2020
3/1/2020 13:00,2096,Weekday,OSU Pass,Loop Original,School Pass,,2020-03,2020,2020Q3,2020
7/1/2002 14:00,336,Weekday,HP Pass,Loop Original,Business Pass,,2002-07,2002,2003Q1,2003
8/1/2002 14:00,423,Weekday,HP Pass,Loop Original,Business Pass,,2002-08,2002,2003Q1,2003
9/1/2002 14:00,405,Weekday,HP Pass,Loop Original,Business Pass,,2002-09,2002,2003Q1,2003
10/1/2002 14:00,467,Weekday,HP Pass,Loop Original,Business Pass,,2002-10,2002,2003Q2,2003
11/1/2002 14:00,313,Weekday,HP Pass,Loop Original,Business Pass,,2002-11,2002,2003Q2,2003
12/1/2002 14:00,307,Weekday,HP Pass,Loop Original,Business Pass,,2002-12,2002,2003Q2,2003
1/1/2003 14:00,476,Weekday,HP Pass,Loop Original,Business Pass,,2003-01,2003,2003Q3,2003
2/1/2003 14:00,500,Weekday,HP Pass,Loop Original,Business Pass,,2003-02,2003,2003Q3,2003
3/1/2003 14:00,572,Weekday,HP Pass,Loop Original,Business Pass,,2003-03,2003,2003Q3,2003
4/1/2003 14:00,494,Weekday,HP Pass,Loop Original,Business Pass,,2003-04,2003,2003Q4,2003
5/1/2003 14:00,407,Weekday,HP Pass,Loop Original,Business Pass,,2003-05,2003,2003Q4,2003
6/1/2003 14:00,409,Weekday,HP Pass,Loop Original,Business Pass,,2003-06,2003,2003Q4,2003
7/1/2003 14:00,501,Weekday,HP Pass,Loop Original,Business Pass,,2003-07,2003,2004Q1,2004
8/1/2003 14:00,370,Weekday,HP Pass,Loop Original,Business Pass,,2003-08,2003,2004Q1,2004
9/1/2003 14:00,385,Weekday,HP Pass,Loop Original,Business Pass,,2003-09,2003,2004Q1,2004
10/1/2003 14:00,412,Weekday,HP Pass,Loop Original,Business Pass,,2003-10,2003,2004Q2,2004
11/1/2003 14:00,262,Weekday,HP Pass,Loop Original,Business Pass,,2003-11,2003,2004Q2,2004
12/1/2003 14:00,262,Weekday,HP Pass,Loop Original,Business Pass,,2003-12,2003,2004Q2,2004
1/1/2004 14:00,363,Weekday,HP Pass,Loop Original,Business Pass,,2004-01,2004,2004Q3,2004
2/1/2004 14:00,388,Weekday,HP Pass,Loop Original,Business Pass,,2004-02,2004,2004Q3,2004
3/1/2004 14:00,432,Weekday,HP Pass,Loop Original,Business Pass,,2004-03,2004,2004Q3,2004
4/1/2004 14:00,477,Weekday,HP Pass,Loop Original,Business Pass,,2004-04,2004,2004Q4,2004
5/1/2004 14:00,547,Weekday,HP Pass,Loop Original,Business Pass,,2004-05,2004,2004Q4,2004
6/1/2004 14:00,666,Weekday,HP Pass,Loop Original,Business Pass,,2004-06,2004,2004Q4,2004
7/1/2004 14:00,540,Weekday,HP Pass,Loop Original,Business Pass,,2004-07,2004,2005Q1,2005
8/1/2004 14:00,525,Weekday,HP Pass,Loop Original,Business Pass,,2004-08,2004,2005Q1,2005
9/1/2004 14:00,463,Weekday,HP Pass,Loop Original,Business Pass,,2004-09,2004,2005Q1,2005
10/1/2004 14:00,551,Weekday,HP Pass,Loop Original,Business Pass,,2004-10,2004,2005Q2,2005
11/1/2004 14:00,550,Weekday,HP Pass,Loop Original,Business Pass,,2004-11,2004,2005Q2,2005
12/1/2004 14:00,377,Weekday,HP Pass,Loop Original,Business Pass,,2004-12,2004,2005Q2,2005
1/1/2005 14:00,529,Weekday,HP Pass,Loop Original,Business Pass,,2005-01,2005,2005Q3,2005
2/1/2005 14:00,480,Weekday,HP Pass,Loop Original,Business Pass,,2005-02,2005,2005Q3,2005
3/1/2005 14:00,695,Weekday,HP Pass,Loop Original,Business Pass,,2005-03,2005,2005Q3,2005
4/1/2005 14:00,707,Weekday,HP Pass,Loop Original,Business Pass,,2005-04,2005,2005Q4,2005
5/1/2005 14:00,714,Weekday,HP Pass,Loop Original,Business Pass,,2005-05,2005,2005Q4,2005
6/1/2005 14:00,625,Weekday,HP Pass,Loop Original,Business Pass,,2005-06,2005,2005Q4,2005
7/1/2005 14:00,551,Weekday,HP Pass,Loop Original,Business Pass,,2005-07,2005,2006Q1,2006
8/1/2005 14:00,591,Weekday,HP Pass,Loop Original,Business Pass,,2005-08,2005,2006Q1,2006
9/1/2005 14:00,712,Weekday,HP Pass,Loop Original,Business Pass,,2005-09,2005,2006Q1,2006
10/1/2005 14:00,708,Weekday,HP Pass,Loop Original,Business Pass,,2005-10,2005,2006Q2,2006
11/1/2005 14:00,528,Weekday,HP Pass,Loop Original,Business Pass,,2005-11,2005,2006Q2,2006
12/1/2005 14:00,359,Weekday,HP Pass,Loop Original,Business Pass,,2005-12,2005,2006Q2,2006
1/1/2006 14:00,570,Weekday,HP Pass,Loop Original,Business Pass,,2006-01,2006,2006Q3,2006
2/1/2006 14:00,463,Weekday,HP Pass,Loop Original,Business Pass,,2006-02,2006,2006Q3,2006
3/1/2006 14:00,465,Weekday,HP Pass,Loop Original,Business Pass,,2006-03,2006,2006Q3,2006
4/1/2006 14:00,437,Weekday,HP Pass,Loop Original,Business Pass,,2006-04,2006,2006Q4,2006
5/1/2006 14:00,605,Weekday,HP Pass,Loop Original,Business Pass,,2006-05,2006,2006Q4,2006
6/1/2006 14:00,612,Weekday,HP Pass,Loop Original,Business Pass,,2006-06,2006,2006Q4,2006
7/1/2006 14:00,580,Weekday,HP Pass,Loop Original,Business Pass,,2006-07,2006,2007Q1,2007
8/1/2006 14:00,655,Weekday,HP Pass,Loop Original,Business Pass,,2006-08,2006,2007Q1,2007
9/1/2006 14:00,460,Weekday,HP Pass,Loop Original,Business Pass,,2006-09,2006,2007Q1,2007
10/1/2006 14:00,524,Weekday,HP Pass,Loop Original,Business Pass,,2006-10,2006,2007Q2,2007
11/1/2006 14:00,520,Weekday,HP Pass,Loop Original,Business Pass,,2006-11,2006,2007Q2,2007
12/1/2006 14:00,385,Weekday,HP Pass,Loop Original,Business Pass,,2006-12,2006,2007Q2,2007
1/1/2007 14:00,526,Weekday,HP Pass,Loop Original,Business Pass,,2007-01,2007,2007Q3,2007
2/1/2007 14:00,499,Weekday,HP Pass,Loop Original,Business Pass,,2007-02,2007,2007Q3,2007
3/1/2007 14:00,595,Weekday,HP Pass,Loop Original,Business Pass,,2007-03,2007,2007Q3,2007
4/1/2007 14:00,577,Weekday,HP Pass,Loop Original,Business Pass,,2007-04,2007,2007Q4,2007
5/1/2007 14:00,744,Weekday,HP Pass,Loop Original,Business Pass,,2007-05,2007,2007Q4,2007
6/1/2007 14:00,656,Weekday,HP Pass,Loop Original,Business Pass,,2007-06,2007,2007Q4,2007
7/1/2007 14:00,627,Weekday,HP Pass,Loop Original,Business Pass,,2007-07,2007,2008Q1,2008
8/1/2007 14:00,728,Weekday,HP Pass,Loop Original,Business Pass,,2007-08,2007,2008Q1,2008
9/1/2007 14:00,656,Weekday,HP Pass,Loop Original,Business Pass,,2007-09,2007,2008Q1,2008
10/1/2007 14:00,666,Weekday,HP Pass,Loop Original,Business Pass,,2007-10,2007,2008Q2,2008
11/1/2007 14:00,709,Weekday,HP Pass,Loop Original,Business Pass,,2007-11,2007,2008Q2,2008
12/1/2007 14:00,453,Weekday,HP Pass,Loop Original,Business Pass,,2007-12,2007,2008Q2,2008
1/1/2008 14:00,700,Weekday,HP Pass,Loop Original,Business Pass,,2008-01,2008,2008Q3,2008
2/1/2008 14:00,638,Weekday,HP Pass,Loop Original,Business Pass,,2008-02,2008,2008Q3,2008
3/1/2008 14:00,819,Weekday,HP Pass,Loop Original,Business Pass,,2008-03,2008,2008Q3,2008
4/1/2008 14:00,852,Weekday,HP Pass,Loop Original,Business Pass,,2008-04,2008,2008Q4,2008
5/1/2008 14:00,775,Weekday,HP Pass,Loop Original,Business Pass,,2008-05,2008,2008Q4,2008
6/1/2008 14:00,1063,Weekday,HP Pass,Loop Original,Business Pass,,2008-06,2008,2008Q4,2008
7/1/2008 14:00,1091,Weekday,HP Pass,Loop Original,Business Pass,,2008-07,2008,2009Q1,2009
8/1/2008 14:00,954,Weekday,HP Pass,Loop Original,Business Pass,,2008-08,2008,2009Q1,2009
9/1/2008 14:00,949,Weekday,HP Pass,Loop Original,Business Pass,,2008-09,2008,2009Q1,2009
10/1/2008 14:00,847,Weekday,HP Pass,Loop Original,Business Pass,,2008-10,2008,2009Q2,2009
11/1/2008 14:00,648,Weekday,HP Pass,Loop Original,Business Pass,,2008-11,2008,2009Q2,2009
12/1/2008 14:00,473,Weekday,HP Pass,Loop Original,Business Pass,,2008-12,2008,2009Q2,2009
1/1/2009 14:00,563,Weekday,HP Pass,Loop Original,Business Pass,,2009-01,2009,2009Q3,2009
2/1/2009 14:00,443,Weekday,HP Pass,Loop Original,Business Pass,,2009-02,2009,2009Q3,2009
3/1/2009 14:00,448,Weekday,HP Pass,Loop Original,Business Pass,,2009-03,2009,2009Q3,2009
4/1/2009 14:00,550,Weekday,HP Pass,Loop Original,Business Pass,,2009-04,2009,2009Q4,2009
5/1/2009 14:00,527,Weekday,HP Pass,Loop Original,Business Pass,,2009-05,2009,2009Q4,2009
6/1/2009 14:00,645,Weekday,HP Pass,Loop Original,Business Pass,,2009-06,2009,2009Q4,2009
7/1/2009 14:00,496,Weekday,HP Pass,Loop Original,Business Pass,,2009-07,2009,2010Q1,2010
8/1/2009 14:00,512,Weekday,HP Pass,Loop Original,Business Pass,,2009-08,2009,2010Q1,2010
9/1/2009 14:00,536,Weekday,HP Pass,Loop Original,Business Pass,,2009-09,2009,2010Q1,2010
10/1/2009 14:00,619,Weekday,HP Pass,Loop Original,Business Pass,,2009-10,2009,2010Q2,2010
11/1/2009 14:00,547,Weekday,HP Pass,Loop Original,Business Pass,,2009-11,2009,2010Q2,2010
12/1/2009 14:00,313,Weekday,HP Pass,Loop Original,Business Pass,,2009-12,2009,2010Q2,2010
1/1/2010 14:00,631,Weekday,HP Pass,Loop Original,Business Pass,,2010-01,2010,2010Q3,2010
2/1/2010 14:00,514,Weekday,HP Pass,Loop Original,Business Pass,,2010-02,2010,2010Q3,2010
3/1/2010 14:00,617,Weekday,HP Pass,Loop Original,Business Pass,,2010-03,2010,2010Q3,2010
4/1/2010 14:00,528,Weekday,HP Pass,Loop Original,Business Pass,,2010-04,2010,2010Q4,2010
5/1/2010 14:00,533,Weekday,HP Pass,Loop Original,Business Pass,,2010-05,2010,2010Q4,2010
6/1/2010 14:00,490,Weekday,HP Pass,Loop Original,Business Pass,,2010-06,2010,2010Q4,2010
7/1/2010 14:00,532,Weekday,HP Pass,Loop Original,Business Pass,,2010-07,2010,2011Q1,2011
8/1/2010 14:00,554,Weekday,HP Pass,Loop Original,Business Pass,,2010-08,2010,2011Q1,2011
9/1/2010 14:00,598,Weekday,HP Pass,Loop Original,Business Pass,,2010-09,2010,2011Q1,2011
10/1/2010 14:00,544,Weekday,HP Pass,Loop Original,Business Pass,,2010-10,2010,2011Q2,2011
11/1/2010 14:00,520,Weekday,HP Pass,Loop Original,Business Pass,,2010-11,2010,2011Q2,2011
12/1/2010 14:00,401,Weekday,HP Pass,Loop Original,Business Pass,,2010-12,2010,2011Q2,2011
1/1/2011 14:00,570,Weekday,HP Pass,Loop Original,Business Pass,,2011-01,2011,2011Q3,2011
2/1/2011 14:00,583,Weekday,HP Pass,Loop Original,Business Pass,,2011-02,2011,2011Q3,2011
3/1/2011 14:00,800,Weekday,HP Pass,Loop Original,Business Pass,,2011-03,2011,2011Q3,2011
4/1/2011 14:00,685,Weekday,HP Pass,Loop Original,Business Pass,,2011-04,2011,2011Q4,2011
5/1/2011 14:00,724,Weekday,HP Pass,Loop Original,Business Pass,,2011-05,2011,2011Q4,2011
6/1/2011 14:00,848,Weekday,HP Pass,Loop Original,Business Pass,,2011-06,2011,2011Q4,2011
7/1/2011 14:00,766,Weekday,HP Pass,Loop Original,Business Pass,,2011-07,2011,2012Q1,2012
8/1/2011 14:00,921,Weekday,HP Pass,Loop Original,Business Pass,,2011-08,2011,2012Q1,2012
9/1/2011 14:00,802,Weekday,HP Pass,Loop Original,Business Pass,,2011-09,2011,2012Q1,2012
10/1/2011 14:00,950,Weekday,HP Pass,Loop Original,Business Pass,,2011-10,2011,2012Q2,2012
11/1/2011 14:00,732,Weekday,HP Pass,Loop Original,Business Pass,,2011-11,2011,2012Q2,2012
12/1/2011 14:00,520,Weekday,HP Pass,Loop Original,Business Pass,,2011-12,2011,2012Q2,2012
1/1/2012 14:00,842,Weekday,HP Pass,Loop Original,Business Pass,,2012-01,2012,2012Q3,2012
2/1/2012 14:00,812,Weekday,HP Pass,Loop Original,Business Pass,,2012-02,2012,2012Q3,2012
3/1/2012 14:00,858,Weekday,HP Pass,Loop Original,Business Pass,,2012-03,2012,2012Q3,2012
4/1/2012 14:00,933,Weekday,HP Pass,Loop Original,Business Pass,,2012-04,2012,2012Q4,2012
5/1/2012 14:00,1046,Weekday,HP Pass,Loop Original,Business Pass,,2012-05,2012,2012Q4,2012
6/1/2012 14:00,1017,Weekday,HP Pass,Loop Original,Business Pass,,2012-06,2012,2012Q4,2012
7/1/2012 14:00,819,Weekday,HP Pass,Loop Original,Business Pass,,2012-07,2012,2013Q1,2013
8/1/2012 14:00,699,Weekday,HP Pass,Loop Original,Business Pass,,2012-08,2012,2013Q1,2013
9/1/2012 14:00,607,Weekday,HP Pass,Loop Original,Business Pass,,2012-09,2012,2013Q1,2013
10/1/2012 14:00,755,Weekday,HP Pass,Loop Original,Business Pass,,2012-10,2012,2013Q2,2013
11/1/2012 14:00,587,Weekday,HP Pass,Loop Original,Business Pass,,2012-11,2012,2013Q2,2013
12/1/2012 14:00,398,Weekday,HP Pass,Loop Original,Business Pass,,2012-12,2012,2013Q2,2013
1/1/2013 14:00,693,Weekday,HP Pass,Loop Original,Business Pass,,2013-01,2013,2013Q3,2013
2/1/2013 14:00,723,Weekday,HP Pass,Loop Original,Business Pass,,2013-02,2013,2013Q3,2013
3/1/2013 14:00,684,Weekday,HP Pass,Loop Original,Business Pass,,2013-03,2013,2013Q3,2013
4/1/2013 14:00,664,Weekday,HP Pass,Loop Original,Business Pass,,2013-04,2013,2013Q4,2013
5/1/2013 14:00,688,Weekday,HP Pass,Loop Original,Business Pass,,2013-05,2013,2013Q4,2013
6/1/2013 14:00,666,Weekday,HP Pass,Loop Original,Business Pass,,2013-06,2013,2013Q4,2013
